element_id,flow_rate,head,kin_viscosity
0,7.773882050997686,25.42192542166421,0.8004884276640363
1,63.78739241454104,22.32645770458671,0.914607938257648
2,7.409530923881189,25.858658007335578,2.0635621781436675
3,739.0130173213704,43.656716238813544,0.5119164530154066
4,19.27193684086845,7.892337432439739,6.081461852420067
5,1.052900344573074,47.97015823400288,0.49009889416312885
6,3.990216405844775,74.06594952465102,0.7483267422450104
7,1.7755789812732203,37.88281628500418,1.0707909364741857
8,33.42496916362105,40.43355449995884,118.66314996766057
9,5.261213628610017,9.291447685011132,1.1831899841656601
10,15.63803914367655,43.09487178531727,1.4413735225131872
11,58.88340336448473,41.043578467423686,1.3365503283445113
12,8.59340945061107,43.53637925971278,1196.3846258146637
13,72.79035919980936,22.244571555743033,0.7200877685571933
14,20.43802799852089,34.05453717110041,1.398559036905948
15,103.5156388983105,16.827608314381912,1.324557878675999
16,148.9947743979532,56.08168413885502,0.28918497198422555
17,8.405058310873615,2783.223980613527,3.751960111982572e-06
18,15.227732882929805,34.24471093541185,36.25419231250202
19,27.18499250632067,23.398322242998145,1.048249361533523
20,0.6563789687325648,9.003923372136459,0.37020934328678395
21,2.2045485532364477,90.45228985959359,0.3113811928747296
22,65.87352998518011,23.31748557628805,0.30836116625503057
23,36.6152190177534,31.89234399285928,0.464094332122753
24,103.3638765144219,21.20944023354271,0.5743064308148536
25,321.34904279554235,36.45892078854299,15.369478839077518
26,67.97925771050144,103.09675045622959,1.1033943048508015
27,10.509165044938017,30.75257352896681,3889.5776084416884
28,144.58108360115548,21.32592278873249,0.3932701791249117
29,40.270267435474445,51.38775310388287,14.415649634632192
30,8.26033243987163,31.75667550272962,8.707517125472338
31,17.360931107936697,57.73091477434502,1.4961772807851133
32,0.610015671682857,34.955361516753094,2.2906472415085834e-07
33,2.191646052826188,15.63314182147403,0.5143101026748713
34,12.904076073092126,16.202491382068676,1666.2156640484038
35,3.0244339984883046,94.60001935271666,0.33506285259064866
36,17.18914806706203,33.46511581033196,2.037871352090008
37,33.27759685488546,45.60103180583081,0.7426413599262727
38,252.25750526546676,86.18137459767976,173.46507253121356
39,37.562581241715264,33.096266142925565,0.4496916230007015
40,38.41724955125268,32.72435882261515,0.22310325570745135
41,1.3867507157200394,62.505041411137164,3.981455752118475
42,3.0982419502676666,56.55222474494548,4.65016660533513
43,0.7641622854069203,31.588958046371893,15.385181471830428
44,9.679043019418875,18.125831588242427,0.45408931131410213
45,13.459305895396541,108.6814363422266,0.7513333842049691
46,123.4826955710154,34.6792736494519,71.59266605286884
47,33.641857335852265,27.054466409504297,3.064495023309209
48,0.7525477964751668,24.78209799167212,51.52415568019316
49,38.03946095750416,103.5184123253059,0.18753922829708475
50,1.4071206461744032,640.7398263763208,4.378866505042556
51,17.250211297822432,25.8751013067102,14.940630654126533
52,218.1062947724759,36.71925154022083,46.634255576659825
53,0.4532527246071132,41.85183557227924,47.45505247405819
54,4.2644966658232635,35.273553628410994,2.2206886576429967e-06
55,2.586852193820052,85.65778005229708,0.24700223098478907
56,23.32221920572918,61.39358086706667,0.7380892255626391
57,4.369113173796905,18.009953514627973,1.9095864111760417
58,52.65616027001697,59.36029328912118,0.5617023454482847
59,12.757849827999236,536.8379979824065,0.19047443584398893
60,0.7384541992045326,47.473704095170746,0.00011627111677666054
61,67.30015131481163,50.45609222363537,2.4595306705703055
62,1.6321150576818757,388.32843812725935,250.34017864755384
63,3.8022706976798677,11.907440892998078,0.5646336024118095
64,1.0404170000827921,70.27151719711497,4.5740386549190856e-07
65,1.6158022672536794,13.387379769755265,94.85279646434037
66,10.340948818744307,19.33503517960098,6.542488749680179
67,49.477569499241994,66.09574769808238,0.570182203399475
68,13.448520143737765,74.6296621389598,10.475727913064288
69,37.990078901694844,25.090906025938484,2.035716161218477
70,40.333069123898525,74.72086358216237,0.8398703176296455
71,312.000375876265,39.52365024373388,180.61750979503455
72,1.7775607080054638,3506.214072962022,1.9461571750889388e-07
73,27.96593105859527,12.584850122707698,1.960497762428148
74,1.950248298854591,61.25119942746638,409.6103490605747
75,20.761426108542764,32.59911961230156,0.7808948785992251
76,115.53818397010573,21.31822439767826,1.1458087981899527
77,396.4393028105326,4.30314999426501,0.9383103670719828
78,3981.0536407293334,7.1610542342367856,3.457915161983918
79,33.764142643113686,32.68730849241051,0.0002494520136919797
80,2.681507947672969,49.26021695801464,8.486233634542097e-07
81,34.023456313579516,17.885515599841685,0.7730510532069412
82,11.366190755019279,59.500862443849144,0.9304559832487211
83,15.244626403760192,45.58508152480826,19.16425353647026
84,7.92105250996517,63.043577209800745,1.3593468830705294e-06
85,25.872395633398625,22.929649596431876,2.988934543535001
86,6.539343365128235,31.69819022943572,1.269680321386175
87,23.310321665551484,39.81621790485139,12.23723449307346
88,155.63393362537786,49.17564394984487,1.392015182774929
89,48.77408853986291,17.495537849833273,0.91160405449607
90,146.5168320814484,27.006391357378334,24.625696698552375
91,10.095083000564212,42.760863409911025,0.5652901438611048
92,1.1849466258543806,37.423293435870626,10.742429655533728
93,2.035146876468521,67.84420738433839,0.4723332539996996
94,52.09617223712434,39.320925236143545,954.3797888744544
95,1.3307737536684605,29.14314757159336,0.5350416293535187
96,23.575791967838363,61.98946505655251,1.1560060032174169
97,211.85030877610257,28.40638557200125,0.3474706484201459
98,3.7375439847483523,20.224617775918496,0.3315918863084571
99,2136.379859542666,5.225394380752944,4.147196832770569
100,18.376993478856214,38.734992422396516,7.71452861191321
101,103.88941849799536,42.89780721809853,0.00036606842339700663
102,1.889502342341977,15.282879909690017,239.70260526145753
103,8.332647738521507,74.88984595847992,1.990571618389174
104,90.63864866958198,19.26878427840545,1.0075321043535361
105,177.49591787242468,30.364877772971575,0.6769004936166741
106,36.05321080080914,23.34422550230527,1.515493882458669
107,13.180255432804708,25.541958535740466,20.66430793841087
108,19.37469210339988,16.506729553465334,0.19883160239065553
109,14.210606852979556,47.32920426713888,0.60782265143483
110,13.241142728332559,28.769958196419207,1.1363060416139934
111,388.78157500492404,28.485636888290458,259.6665782049272
112,37.479634620881896,3.3534738901633694,1.001820866669821
113,8.531798973329739,14.18535988807759,169.47130993851803
114,0.6866894530184221,16.63790252977968,0.5246090286462903
115,1.7684683084060273,55.54788439724602,1.4384323689713265
116,9.701280731727062,37.00494242420789,0.1729153875426061
117,26.503676187508145,209.4374932566385,3959.8491292216113
118,3.443613122534537,47.65841974860065,1.371157310535189
119,5.232837584096418,27.53358715932632,0.7559891577977732
120,16.580889665045394,13.96898945608042,244.6661187497951
121,22.994059202518017,22.747509812555975,136.33962593254537
122,1.589556914928556,30.030672303406885,1.4613629322857573
123,27.409296718065693,36.071741412048056,2165.9233458948906
124,59.907291109501514,33.52392026513377,1.8338720225092528e-06
125,5.195491847913792,31.93861281367581,4.638455213719705
126,200.64576218425813,23.453265257976707,0.37461954399931063
127,3.944883175228142,21.21256478707765,0.16112901172947489
128,71.70347629603086,28.353231868910896,0.30150715046731397
129,197.63071007995114,8.254497971345076,3.8732140957513543
130,23.559339887542155,98.00821086716768,0.17754499847994626
131,844.2768296098982,45.80592341770429,0.0012662719893749346
132,4.63808250351671,12.764989446421977,0.3597493745640389
133,6.843445515631439,16.55856511997884,14.579209515508671
134,20.825717838629217,43.52881554867945,12.66135264007155
135,2644.0331279277457,34.53138486049825,1.0784156758478236
136,24.41844770615647,12.937300479110828,150.4858538189658
137,2.734792669371083,13.40382604173142,0.15854166729018315
138,58.267145502105585,76.00783823628993,1.5250169954249522
139,2.884004383691674,54.55539842384526,0.12535227333703916
140,10.872195209177782,37.55089693104128,0.3087090137834898
141,2.827882505618376,94.54050838616125,0.9392841996457423
142,44.38891886100444,49.08649398092767,2.584829779027058
143,108.78072798516051,20.119768256721247,0.3918688287747958
144,192.49282510721378,52.324281194722566,1.2687334828038517
145,6.319059610563303,17.579224201318464,3.186118917493837
146,200.39765477227886,104.32904317624039,0.11363628657636553
147,247.92569501470763,14.06062844035302,0.00020717405417384598
148,2.6812160229669093,81.02432925792141,1.2792679727158813
149,21.64782802267064,2972.4657992895327,7.174161415163705e-05
150,2.656731362137928,345.10427717253316,0.1969009661906828
151,0.9548652570711152,47.60085783962968,5.692720035027107e-06
152,2.446580982164418,104.33724511172444,0.881797737314733
153,423.8086244907534,379.02989460527857,8.255597289732591e-06
154,14.317147037661705,29.58148019115753,4.7699426932145395
155,0.6070842847194198,51.14483874927636,2.9192538390535776
156,73.09464903210663,47.822867754667236,0.6459291277504579
157,9.975011489736925,30.816965745575782,14.935598978291239
158,25.24795803472889,20.133666864136377,0.18877959896017085
159,119.8052497304832,16.704652115624306,112.01640043646003
160,20.825170794298625,38.24645374560339,0.4900962776772652
161,24.533015766425017,11.783162931974722,0.7110502149168254
162,128.1793227420624,86.32884871839074,0.4160011355465283
163,191.8367051600982,85.81892036392597,0.4983398724532367
164,95.12680801578597,63.62661498555799,0.4901022354881476
165,36.77316767123609,95.08680079260026,0.000287320778694348
166,1.3753399494917122,10.535904197056658,2010.1301034388584
167,4.240290914477712,93.22965151006441,0.6092638182065988
168,10.02795167668174,24.19290094692989,7.48239293831591
169,8.564884105875231,121.9663710806843,0.28751836785718404
170,6.125547888245013,23.952045895592722,1.0916295111493567e-05
171,319.54436137884954,46.079477815465474,0.24844287381323102
172,141.162401136432,111.9556067255843,0.6702541789014722
173,269.4903811854377,33.401700132520034,43.414892714945076
174,162.54803002495626,34.76314733110489,0.20136201793245584
175,2.9637447754324175,11.32631764329311,1.7430071735761956
176,203.87981871346386,13.625555511935522,47.29295289951629
177,16.267375723069634,16.63443088293303,1.3224208347873683
178,8.361133273688404,35.97810821223415,1.264631742927372
179,18.62842319803826,53.84061422619414,1.540850998349043
180,1.224322065328907,15.0535134944965,0.0791928748721712
181,29.25089034760066,20.672468783480436,0.24580373686424295
182,11.48124228398312,27.15121541227054,7.76106127706814e-07
183,12.059222616643881,137.64972908101703,0.2632630636597395
184,13.818092470754571,75.90164986179349,1.56920068656503
185,141.4050312278624,13.291190967411687,0.3891355536873946
186,2.3872272972523767,138.02977540917877,2.7032529988110348
187,23.128548815468314,16.599721486012783,22.035438834109257
188,2386.710677346587,32.84351250379296,0.6240701038918802
189,7.902583942453179,78.14045748040809,0.15422978596798073
190,75.89205563275182,142.53374759300576,0.4927480281828623
191,2559.387108205678,1964.0963232757101,1.2647320840750154
192,155.156290074982,35.43082037327196,0.8843702744148947
193,31.898634326319648,52.874727672283036,3.1466943546437996e-05
194,26.81013547305397,31.655089271124186,0.8758954086206747
195,8.185062377622954,56.35895038016162,0.7451093693195062
196,1.723121038011741,30.628977530005354,0.509016491446725
197,28.983606778783127,17.999873865443366,1.459008997664544
198,2.3464117679921808,62.502995947962845,2.5680061043289443e-06
