cplex,glpk,gurobi
0.10309720039367676,0.32787418365478516,0.3365335464477539
0.3395061492919922,0.32317137718200684,0.3329930305480957
0.1042945384979248,0.3337435722351074,0.4335441589355469
0.09695148468017578,0.3288438320159912,0.3298485279083252
0.09298133850097656,0.3293113708496094,0.32427167892456055
0.09446310997009277,0.32625818252563477,0.43660688400268555
0.10242748260498047,0.3281583786010742,0.43562889099121094
0.07956552505493164,0.33244872093200684,0.3259267807006836
0.10475492477416992,0.32686924934387207,0.3327796459197998
0.08431196212768555,0.43530726432800293,0.42357444763183594
0.10404324531555176,0.3250732421875,0.4335744380950928
0.08875250816345215,0.42873406410217285,0.3270537853240967
0.08614969253540039,0.32913732528686523,0.32352256774902344
0.08995676040649414,0.43193531036376953,0.4288153648376465
0.09228658676147461,0.3225522041320801,0.4293792247772217
0.08432936668395996,0.3284947872161865,0.42395615577697754
0.10215497016906738,0.32665324211120605,0.4231750965118408
0.11292719841003418,0.3307607173919678,0.4299013614654541
0.11134505271911621,0.4233579635620117,0.4301133155822754
0.10479187965393066,0.5373365879058838,0.43102240562438965
0.11138725280761719,0.33312511444091797,0.42572760581970215
0.12685656547546387,0.6402676105499268,0.4284400939941406
0.3261091709136963,0.42622995376586914,0.4258739948272705
0.09528470039367676,0.4295318126678467,0.4219379425048828
0.11708879470825195,0.3349623680114746,0.3317902088165283
0.12047791481018066,0.32206177711486816,0.3280937671661377
0.08891105651855469,0.3222804069519043,0.3259589672088623
0.1141974925994873,0.3267250061035156,0.4326629638671875
0.09634590148925781,0.33426690101623535,0.3275642395019531
0.08577704429626465,0.33082151412963867,0.3297004699707031
0.11562561988830566,0.3211679458618164,0.42708802223205566
0.08929777145385742,0.32979750633239746,0.3270230293273926
0.09438157081604004,0.3227088451385498,0.33126235008239746
0.0866541862487793,0.3325786590576172,0.3330564498901367
0.09129619598388672,0.4265115261077881,0.33140039443969727
0.09058976173400879,0.33063483238220215,0.323375940322876
0.08172178268432617,0.3187685012817383,0.32680416107177734
0.11142754554748535,0.3273437023162842,0.33583664894104004
0.08981895446777344,0.32279253005981445,0.4287748336791992
0.1013031005859375,0.32253003120422363,0.32233428955078125
0.08100342750549316,0.3230767250061035,0.32254934310913086
0.32561516761779785,0.3226306438446045,0.3230748176574707
0.08143997192382812,0.3240230083465576,0.3228886127471924
0.10102033615112305,0.32277655601501465,0.3224058151245117
0.09073114395141602,0.5256452560424805,0.4234354496002197
0.3260960578918457,0.5270991325378418,0.42153239250183105
0.10224366188049316,0.32277774810791016,0.42366957664489746
0.08175325393676758,0.3216674327850342,0.32222747802734375
0.083587646484375,0.32370972633361816,0.32195377349853516
0.08381462097167969,0.32483839988708496,0.3235313892364502
